54027 silly lifecycle debug@4.1.1~preinstall: no script for preinstall, continuing
58700 verbose linkBins strip-eof@1.0.0
58701 verbose linkMans strip-eof@1.0.0
58702 silly build strip-json-comments@2.0.1
58703 info linkStuff strip-json-comments@2.0.1
58704 silly linkStuff strip-json-comments@2.0.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58705 silly linkStuff strip-json-comments@2.0.1 is part of a global install
58706 silly linkStuff strip-json-comments@2.0.1 is installed into a global node_modules
58707 verbose linkBins strip-json-comments@2.0.1
58708 verbose linkMans strip-json-comments@2.0.1
58709 silly build rc@1.2.8
58710 info linkStuff rc@1.2.8
58711 silly linkStuff rc@1.2.8 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58712 silly linkStuff rc@1.2.8 is part of a global install
58713 silly linkStuff rc@1.2.8 is installed into a global node_modules
58714 verbose linkBins rc@1.2.8
58715 verbose link bins [ { rc: './cli.js' },
58715 verbose link bins   '/usr/local/lib/node_modules/@vue/cli/node_modules/.bin',
58715 verbose link bins   false ]
58716 verbose linkMans rc@1.2.8
58717 silly gentlyRm /usr/local/lib/node_modules/@vue/cli/node_modules/.bin/rc is being purged
58718 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/@vue/cli/node_modules/.bin/rc
58719 silly build registry-url@3.1.0
58720 info linkStuff registry-url@3.1.0
58721 silly linkStuff registry-url@3.1.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58722 silly linkStuff registry-url@3.1.0 is part of a global install
58723 silly linkStuff registry-url@3.1.0 is installed into a global node_modules
58724 verbose linkBins registry-url@3.1.0
58725 verbose linkMans registry-url@3.1.0
58726 silly build registry-auth-token@3.4.0
58727 info linkStuff registry-auth-token@3.4.0
58728 silly linkStuff registry-auth-token@3.4.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58729 silly linkStuff registry-auth-token@3.4.0 is part of a global install
58730 silly linkStuff registry-auth-token@3.4.0 is installed into a global node_modules
58731 verbose linkBins registry-auth-token@3.4.0
58732 verbose linkMans registry-auth-token@3.4.0
58733 silly build strip-outer@1.0.1
58734 info linkStuff strip-outer@1.0.1
58735 silly linkStuff strip-outer@1.0.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58736 silly linkStuff strip-outer@1.0.1 is part of a global install
58737 silly linkStuff strip-outer@1.0.1 is installed into a global node_modules
58738 verbose linkBins strip-outer@1.0.1
58739 verbose linkMans strip-outer@1.0.1
58740 silly build ws@5.2.2
58741 info linkStuff ws@5.2.2
58742 silly linkStuff ws@5.2.2 has /usr/local/lib/node_modules/@vue/cli/node_modules/subscriptions-transport-ws/node_modules as its parent node_modules
58743 silly linkStuff ws@5.2.2 is part of a global install
58744 silly linkStuff ws@5.2.2 is installed into a global node_modules
58745 verbose linkBins ws@5.2.2
58746 verbose linkMans ws@5.2.2
58747 silly build supports-color@5.5.0
58748 info linkStuff supports-color@5.5.0
58749 silly linkStuff supports-color@5.5.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58750 silly linkStuff supports-color@5.5.0 is part of a global install
58751 silly linkStuff supports-color@5.5.0 is installed into a global node_modules
58752 verbose linkBins supports-color@5.5.0
58753 verbose linkMans supports-color@5.5.0
58754 silly build chalk@2.4.2
58755 info linkStuff chalk@2.4.2
58756 silly linkStuff chalk@2.4.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58757 silly linkStuff chalk@2.4.2 is part of a global install
58758 silly linkStuff chalk@2.4.2 is installed into a global node_modules
58759 verbose linkBins chalk@2.4.2
58760 verbose linkMans chalk@2.4.2
58761 silly build log-symbols@2.2.0
58762 info linkStuff log-symbols@2.2.0
58763 silly linkStuff log-symbols@2.2.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58764 silly linkStuff log-symbols@2.2.0 is part of a global install
58765 silly linkStuff log-symbols@2.2.0 is installed into a global node_modules
58766 verbose linkBins log-symbols@2.2.0
58767 verbose linkMans log-symbols@2.2.0
58768 silly build launch-editor@2.2.1
58769 info linkStuff launch-editor@2.2.1
58770 silly linkStuff launch-editor@2.2.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58771 silly linkStuff launch-editor@2.2.1 is part of a global install
58772 silly linkStuff launch-editor@2.2.1 is installed into a global node_modules
58773 verbose linkBins launch-editor@2.2.1
58774 verbose linkMans launch-editor@2.2.1
58775 silly build symbol-observable@1.2.0
58776 info linkStuff symbol-observable@1.2.0
58777 silly linkStuff symbol-observable@1.2.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58778 silly linkStuff symbol-observable@1.2.0 is part of a global install
58779 silly linkStuff symbol-observable@1.2.0 is installed into a global node_modules
58780 verbose linkBins symbol-observable@1.2.0
58781 verbose linkMans symbol-observable@1.2.0
58782 silly build subscriptions-transport-ws@0.9.16
58783 info linkStuff subscriptions-transport-ws@0.9.16
58784 silly linkStuff subscriptions-transport-ws@0.9.16 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58785 silly linkStuff subscriptions-transport-ws@0.9.16 is part of a global install
58786 silly linkStuff subscriptions-transport-ws@0.9.16 is installed into a global node_modules
58787 verbose linkBins subscriptions-transport-ws@0.9.16
58788 verbose linkMans subscriptions-transport-ws@0.9.16
58789 silly build pify@2.3.0
58790 info linkStuff pify@2.3.0
58791 silly linkStuff pify@2.3.0 has /usr/local/lib/node_modules/@vue/cli/node_modules/tasklist/node_modules as its parent node_modules
58792 silly linkStuff pify@2.3.0 is part of a global install
58793 silly linkStuff pify@2.3.0 is installed into a global node_modules
58794 verbose linkBins pify@2.3.0
58795 verbose linkMans pify@2.3.0
58796 silly build get-stream@3.0.0
58797 info linkStuff get-stream@3.0.0
58798 silly linkStuff get-stream@3.0.0 has /usr/local/lib/node_modules/@vue/cli/node_modules/term-size/node_modules as its parent node_modules
58799 silly linkStuff get-stream@3.0.0 is part of a global install
58800 silly linkStuff get-stream@3.0.0 is installed into a global node_modules
58801 verbose linkBins get-stream@3.0.0
58802 verbose linkMans get-stream@3.0.0
58803 silly build yallist@2.1.2
58804 info linkStuff yallist@2.1.2
58805 silly linkStuff yallist@2.1.2 has /usr/local/lib/node_modules/@vue/cli/node_modules/term-size/node_modules as its parent node_modules
58806 silly linkStuff yallist@2.1.2 is part of a global install
58807 silly linkStuff yallist@2.1.2 is installed into a global node_modules
58808 verbose linkBins yallist@2.1.2
58809 verbose linkMans yallist@2.1.2
58810 silly build lru-cache@4.1.5
58811 info linkStuff lru-cache@4.1.5
58812 silly linkStuff lru-cache@4.1.5 has /usr/local/lib/node_modules/@vue/cli/node_modules/term-size/node_modules as its parent node_modules
58813 silly linkStuff lru-cache@4.1.5 is part of a global install
58814 silly linkStuff lru-cache@4.1.5 is installed into a global node_modules
58815 verbose linkBins lru-cache@4.1.5
58816 verbose linkMans lru-cache@4.1.5
58817 silly build through@2.3.8
58818 info linkStuff through@2.3.8
58819 silly linkStuff through@2.3.8 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58820 silly linkStuff through@2.3.8 is part of a global install
58821 silly linkStuff through@2.3.8 is installed into a global node_modules
58822 verbose linkBins through@2.3.8
58823 verbose linkMans through@2.3.8
58824 silly build timed-out@4.0.1
58825 info linkStuff timed-out@4.0.1
58826 silly linkStuff timed-out@4.0.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58827 silly linkStuff timed-out@4.0.1 is part of a global install
58828 silly linkStuff timed-out@4.0.1 is installed into a global node_modules
58829 verbose linkBins timed-out@4.0.1
58830 verbose linkMans timed-out@4.0.1
58831 silly build tiny-emitter@2.1.0
58832 info linkStuff tiny-emitter@2.1.0
58833 silly linkStuff tiny-emitter@2.1.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58834 silly linkStuff tiny-emitter@2.1.0 is part of a global install
58835 silly linkStuff tiny-emitter@2.1.0 is installed into a global node_modules
58836 verbose linkBins tiny-emitter@2.1.0
58837 verbose linkMans tiny-emitter@2.1.0
58838 silly build clipboard@2.0.4
58839 info linkStuff clipboard@2.0.4
58840 silly linkStuff clipboard@2.0.4 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58841 silly linkStuff clipboard@2.0.4 is part of a global install
58842 silly linkStuff clipboard@2.0.4 is installed into a global node_modules
58843 verbose linkBins clipboard@2.0.4
58844 verbose linkMans clipboard@2.0.4
58845 silly build prismjs@1.16.0
58846 info linkStuff prismjs@1.16.0
58847 silly linkStuff prismjs@1.16.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58848 silly linkStuff prismjs@1.16.0 is part of a global install
58849 silly linkStuff prismjs@1.16.0 is installed into a global node_modules
58850 verbose linkBins prismjs@1.16.0
58851 verbose linkMans prismjs@1.16.0
58852 silly build tmp@0.0.33
58853 info linkStuff tmp@0.0.33
58854 silly linkStuff tmp@0.0.33 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58855 silly linkStuff tmp@0.0.33 is part of a global install
58856 silly linkStuff tmp@0.0.33 is installed into a global node_modules
58857 verbose linkBins tmp@0.0.33
58858 verbose linkMans tmp@0.0.33
58859 silly build external-editor@3.0.3
58860 info linkStuff external-editor@3.0.3
58861 silly linkStuff external-editor@3.0.3 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58862 silly linkStuff external-editor@3.0.3 is part of a global install
58863 silly linkStuff external-editor@3.0.3 is installed into a global node_modules
58864 verbose linkBins external-editor@3.0.3
58865 verbose linkMans external-editor@3.0.3
58866 silly build to-buffer@1.1.1
58867 info linkStuff to-buffer@1.1.1
58868 silly linkStuff to-buffer@1.1.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58869 silly linkStuff to-buffer@1.1.1 is part of a global install
58870 silly linkStuff to-buffer@1.1.1 is installed into a global node_modules
58871 verbose linkBins to-buffer@1.1.1
58872 verbose linkMans to-buffer@1.1.1
58873 silly build kind-of@3.2.2
58874 info linkStuff kind-of@3.2.2
58875 silly linkStuff kind-of@3.2.2 has /usr/local/lib/node_modules/@vue/cli/node_modules/to-object-path/node_modules as its parent node_modules
58876 silly linkStuff kind-of@3.2.2 is part of a global install
58877 silly linkStuff kind-of@3.2.2 is installed into a global node_modules
58878 verbose linkBins kind-of@3.2.2
58879 verbose linkMans kind-of@3.2.2
58880 silly build to-object-path@0.3.0
58881 info linkStuff to-object-path@0.3.0
58882 silly linkStuff to-object-path@0.3.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58883 silly linkStuff to-object-path@0.3.0 is part of a global install
58884 silly linkStuff to-object-path@0.3.0 is installed into a global node_modules
58885 verbose linkBins to-object-path@0.3.0
58886 verbose linkMans to-object-path@0.3.0
58887 silly build to-regex@3.0.2
58888 info linkStuff to-regex@3.0.2
58889 silly linkStuff to-regex@3.0.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58890 silly linkStuff to-regex@3.0.2 is part of a global install
58891 silly linkStuff to-regex@3.0.2 is installed into a global node_modules
58892 verbose linkBins to-regex@3.0.2
58893 verbose linkMans to-regex@3.0.2
58894 silly build to-regex-range@2.1.1
58895 info linkStuff to-regex-range@2.1.1
58896 silly linkStuff to-regex-range@2.1.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58897 silly linkStuff to-regex-range@2.1.1 is part of a global install
58898 silly linkStuff to-regex-range@2.1.1 is installed into a global node_modules
58899 verbose linkBins to-regex-range@2.1.1
58900 verbose linkMans to-regex-range@2.1.1
58901 silly build fill-range@4.0.0
58902 info linkStuff fill-range@4.0.0
58903 silly linkStuff fill-range@4.0.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58904 silly linkStuff fill-range@4.0.0 is part of a global install
58905 silly linkStuff fill-range@4.0.0 is installed into a global node_modules
58906 verbose linkBins fill-range@4.0.0
58907 verbose linkMans fill-range@4.0.0
58908 silly build toidentifier@1.0.0
58909 info linkStuff toidentifier@1.0.0
58910 silly linkStuff toidentifier@1.0.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58911 silly linkStuff toidentifier@1.0.0 is part of a global install
58912 silly linkStuff toidentifier@1.0.0 is installed into a global node_modules
58913 verbose linkBins toidentifier@1.0.0
58914 verbose linkMans toidentifier@1.0.0
58915 silly build http-errors@1.7.2
58916 info linkStuff http-errors@1.7.2
58917 silly linkStuff http-errors@1.7.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58918 silly linkStuff http-errors@1.7.2 is part of a global install
58919 silly linkStuff http-errors@1.7.2 is installed into a global node_modules
58920 verbose linkBins http-errors@1.7.2
58921 verbose linkMans http-errors@1.7.2
58922 silly build graphql-upload@8.0.4
58923 info linkStuff graphql-upload@8.0.4
58924 silly linkStuff graphql-upload@8.0.4 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58925 silly linkStuff graphql-upload@8.0.4 is part of a global install
58926 silly linkStuff graphql-upload@8.0.4 is installed into a global node_modules
58927 verbose linkBins graphql-upload@8.0.4
58928 verbose linkMans graphql-upload@8.0.4
58929 silly build topo@3.0.3
58930 info linkStuff topo@3.0.3
58931 silly linkStuff topo@3.0.3 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58932 silly linkStuff topo@3.0.3 is part of a global install
58933 silly linkStuff topo@3.0.3 is installed into a global node_modules
58934 verbose linkBins topo@3.0.3
58935 verbose linkMans topo@3.0.3
58936 silly build joi@14.3.1
58937 info linkStuff joi@14.3.1
58938 silly linkStuff joi@14.3.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58939 silly linkStuff joi@14.3.1 is part of a global install
58940 silly linkStuff joi@14.3.1 is installed into a global node_modules
58941 verbose linkBins joi@14.3.1
58942 verbose linkMans joi@14.3.1
58943 silly build touch@3.1.0
58944 info linkStuff touch@3.1.0
58945 silly linkStuff touch@3.1.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58946 silly linkStuff touch@3.1.0 is part of a global install
58947 silly linkStuff touch@3.1.0 is installed into a global node_modules
58948 verbose linkBins touch@3.1.0
58949 verbose link bins [ { nodetouch: './bin/nodetouch.js' },
58949 verbose link bins   '/usr/local/lib/node_modules/@vue/cli/node_modules/.bin',
58949 verbose link bins   false ]
58950 verbose linkMans touch@3.1.0
58951 silly gentlyRm /usr/local/lib/node_modules/@vue/cli/node_modules/.bin/nodetouch is being purged
58952 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/@vue/cli/node_modules/.bin/nodetouch
58953 silly build punycode@1.4.1
58954 info linkStuff punycode@1.4.1
58955 silly linkStuff punycode@1.4.1 has /usr/local/lib/node_modules/@vue/cli/node_modules/tough-cookie/node_modules as its parent node_modules
58956 silly linkStuff punycode@1.4.1 is part of a global install
58957 silly linkStuff punycode@1.4.1 is installed into a global node_modules
58958 verbose linkBins punycode@1.4.1
58959 verbose linkMans punycode@1.4.1
58960 silly build tough-cookie@2.4.3
58961 info linkStuff tough-cookie@2.4.3
58962 silly linkStuff tough-cookie@2.4.3 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58963 silly linkStuff tough-cookie@2.4.3 is part of a global install
58964 silly linkStuff tough-cookie@2.4.3 is installed into a global node_modules
58965 verbose linkBins tough-cookie@2.4.3
58966 verbose linkMans tough-cookie@2.4.3
58967 silly build request-promise-native@1.0.7
58968 info linkStuff request-promise-native@1.0.7
58969 silly linkStuff request-promise-native@1.0.7 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58970 silly linkStuff request-promise-native@1.0.7 is part of a global install
58971 silly linkStuff request-promise-native@1.0.7 is installed into a global node_modules
58972 verbose linkBins request-promise-native@1.0.7
58973 verbose linkMans request-promise-native@1.0.7
58974 silly build trim-repeated@1.0.0
58975 info linkStuff trim-repeated@1.0.0
58976 silly linkStuff trim-repeated@1.0.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58977 silly linkStuff trim-repeated@1.0.0 is part of a global install
58978 silly linkStuff trim-repeated@1.0.0 is installed into a global node_modules
58979 verbose linkBins trim-repeated@1.0.0
58980 verbose linkMans trim-repeated@1.0.0
58981 silly build filenamify@2.1.0
58982 info linkStuff filenamify@2.1.0
58983 silly linkStuff filenamify@2.1.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58984 silly linkStuff filenamify@2.1.0 is part of a global install
58985 silly linkStuff filenamify@2.1.0 is installed into a global node_modules
58986 verbose linkBins filenamify@2.1.0
58987 verbose linkMans filenamify@2.1.0
58988 silly build tslib@1.9.3
58989 info linkStuff tslib@1.9.3
58990 silly linkStuff tslib@1.9.3 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58991 silly linkStuff tslib@1.9.3 is part of a global install
58992 silly linkStuff tslib@1.9.3 is installed into a global node_modules
58993 verbose linkBins tslib@1.9.3
58994 verbose linkMans tslib@1.9.3
58995 silly build ts-invariant@0.2.1
58996 info linkStuff ts-invariant@0.2.1
58997 silly linkStuff ts-invariant@0.2.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
58998 silly linkStuff ts-invariant@0.2.1 is part of a global install
58999 silly linkStuff ts-invariant@0.2.1 is installed into a global node_modules
59000 verbose linkBins ts-invariant@0.2.1
59001 verbose linkMans ts-invariant@0.2.1
59002 silly build rxjs@6.4.0
59003 info linkStuff rxjs@6.4.0
59004 silly linkStuff rxjs@6.4.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59005 silly linkStuff rxjs@6.4.0 is part of a global install
59006 silly linkStuff rxjs@6.4.0 is installed into a global node_modules
59007 verbose linkBins rxjs@6.4.0
59008 verbose linkMans rxjs@6.4.0
59009 silly build inquirer@6.2.2
59010 info linkStuff inquirer@6.2.2
59011 silly linkStuff inquirer@6.2.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59012 silly linkStuff inquirer@6.2.2 is part of a global install
59013 silly linkStuff inquirer@6.2.2 is installed into a global node_modules
59014 verbose linkBins inquirer@6.2.2
59015 verbose linkMans inquirer@6.2.2
59016 silly build apollo-utilities@1.2.1
59017 info linkStuff apollo-utilities@1.2.1
59018 silly linkStuff apollo-utilities@1.2.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59019 silly linkStuff apollo-utilities@1.2.1 is part of a global install
59020 silly linkStuff apollo-utilities@1.2.1 is installed into a global node_modules
59021 verbose linkBins apollo-utilities@1.2.1
59022 verbose linkMans apollo-utilities@1.2.1
59023 silly build graphql-anywhere@4.2.1
59024 info linkStuff graphql-anywhere@4.2.1
59025 silly linkStuff graphql-anywhere@4.2.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59026 silly linkStuff graphql-anywhere@4.2.1 is part of a global install
59027 silly linkStuff graphql-anywhere@4.2.1 is installed into a global node_modules
59028 verbose linkBins graphql-anywhere@4.2.1
59029 verbose linkMans graphql-anywhere@4.2.1
59030 silly build apollo-link-state@0.4.2
59031 info linkStuff apollo-link-state@0.4.2
59032 silly linkStuff apollo-link-state@0.4.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59033 silly linkStuff apollo-link-state@0.4.2 is part of a global install
59034 silly linkStuff apollo-link-state@0.4.2 is installed into a global node_modules
59035 verbose linkBins apollo-link-state@0.4.2
59036 verbose linkMans apollo-link-state@0.4.2
59037 silly build ts-invariant@0.3.2
59038 info linkStuff ts-invariant@0.3.2
59039 silly linkStuff ts-invariant@0.3.2 has /usr/local/lib/node_modules/@vue/cli/node_modules/apollo-link/node_modules as its parent node_modules
59040 silly linkStuff ts-invariant@0.3.2 is part of a global install
59041 silly linkStuff ts-invariant@0.3.2 is installed into a global node_modules
59042 verbose linkBins ts-invariant@0.3.2
59043 verbose linkMans ts-invariant@0.3.2
59044 silly build ts-invariant@0.3.2
59045 info linkStuff ts-invariant@0.3.2
59046 silly linkStuff ts-invariant@0.3.2 has /usr/local/lib/node_modules/@vue/cli/node_modules/apollo-link-http-common/node_modules as its parent node_modules
59047 silly linkStuff ts-invariant@0.3.2 is part of a global install
59048 silly linkStuff ts-invariant@0.3.2 is installed into a global node_modules
59049 verbose linkBins ts-invariant@0.3.2
59050 verbose linkMans ts-invariant@0.3.2
59051 silly build apollo-cache@1.2.1
59052 info linkStuff apollo-cache@1.2.1
59053 silly linkStuff apollo-cache@1.2.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59054 silly linkStuff apollo-cache@1.2.1 is part of a global install
59055 silly linkStuff apollo-cache@1.2.1 is installed into a global node_modules
59056 verbose linkBins apollo-cache@1.2.1
59057 verbose linkMans apollo-cache@1.2.1
59058 silly build apollo-cache-inmemory@1.5.1
59059 info linkStuff apollo-cache-inmemory@1.5.1
59060 silly linkStuff apollo-cache-inmemory@1.5.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59061 silly linkStuff apollo-cache-inmemory@1.5.1 is part of a global install
59062 silly linkStuff apollo-cache-inmemory@1.5.1 is installed into a global node_modules
59063 verbose linkBins apollo-cache-inmemory@1.5.1
59064 verbose linkMans apollo-cache-inmemory@1.5.1
59065 silly build tunnel-agent@0.6.0
59066 info linkStuff tunnel-agent@0.6.0
59067 silly linkStuff tunnel-agent@0.6.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59068 silly linkStuff tunnel-agent@0.6.0 is part of a global install
59069 silly linkStuff tunnel-agent@0.6.0 is installed into a global node_modules
59070 verbose linkBins tunnel-agent@0.6.0
59071 verbose linkMans tunnel-agent@0.6.0
59072 silly build tweetnacl@0.14.5
59073 info linkStuff tweetnacl@0.14.5
59074 silly linkStuff tweetnacl@0.14.5 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59075 silly linkStuff tweetnacl@0.14.5 is part of a global install
59076 silly linkStuff tweetnacl@0.14.5 is installed into a global node_modules
59077 verbose linkBins tweetnacl@0.14.5
59078 verbose linkMans tweetnacl@0.14.5
59079 silly build bcrypt-pbkdf@1.0.2
59080 info linkStuff bcrypt-pbkdf@1.0.2
59081 silly linkStuff bcrypt-pbkdf@1.0.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59082 silly linkStuff bcrypt-pbkdf@1.0.2 is part of a global install
59083 silly linkStuff bcrypt-pbkdf@1.0.2 is installed into a global node_modules
59084 verbose linkBins bcrypt-pbkdf@1.0.2
59085 verbose linkMans bcrypt-pbkdf@1.0.2
59086 silly build sshpk@1.16.1
59087 info linkStuff sshpk@1.16.1
59088 silly linkStuff sshpk@1.16.1 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59089 silly linkStuff sshpk@1.16.1 is part of a global install
59090 silly linkStuff sshpk@1.16.1 is installed into a global node_modules
59091 verbose linkBins sshpk@1.16.1
59092 verbose link bins [ { 'sshpk-conv': 'bin/sshpk-conv',
59092 verbose link bins     'sshpk-sign': 'bin/sshpk-sign',
59092 verbose link bins     'sshpk-verify': 'bin/sshpk-verify' },
59092 verbose link bins   '/usr/local/lib/node_modules/@vue/cli/node_modules/.bin',
59092 verbose link bins   false ]
59093 verbose linkMans sshpk@1.16.1
59094 silly gentlyRm /usr/local/lib/node_modules/@vue/cli/node_modules/.bin/sshpk-conv is being purged
59095 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/@vue/cli/node_modules/.bin/sshpk-conv
59096 silly gentlyRm /usr/local/lib/node_modules/@vue/cli/node_modules/.bin/sshpk-verify is being purged
59097 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/@vue/cli/node_modules/.bin/sshpk-verify
59098 silly gentlyRm /usr/local/lib/node_modules/@vue/cli/node_modules/.bin/sshpk-sign is being purged
59099 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/@vue/cli/node_modules/.bin/sshpk-sign
59100 silly build type-is@1.6.16
59101 info linkStuff type-is@1.6.16
59102 silly linkStuff type-is@1.6.16 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59103 silly linkStuff type-is@1.6.16 is part of a global install
59104 silly linkStuff type-is@1.6.16 is installed into a global node_modules
59105 verbose linkBins type-is@1.6.16
59106 verbose linkMans type-is@1.6.16
59107 silly build unbzip2-stream@1.3.3
59108 info linkStuff unbzip2-stream@1.3.3
59109 silly linkStuff unbzip2-stream@1.3.3 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59110 silly linkStuff unbzip2-stream@1.3.3 is part of a global install
59111 silly linkStuff unbzip2-stream@1.3.3 is installed into a global node_modules
59112 verbose linkBins unbzip2-stream@1.3.3
59113 verbose linkMans unbzip2-stream@1.3.3
59114 silly build debug@2.6.9
59115 info linkStuff debug@2.6.9
59116 silly linkStuff debug@2.6.9 has /usr/local/lib/node_modules/@vue/cli/node_modules/undefsafe/node_modules as its parent node_modules
59117 silly linkStuff debug@2.6.9 is part of a global install
59118 silly linkStuff debug@2.6.9 is installed into a global node_modules
59119 verbose linkBins debug@2.6.9
59120 verbose linkMans debug@2.6.9
59121 silly build undefsafe@2.0.2
59122 info linkStuff undefsafe@2.0.2
59123 silly linkStuff undefsafe@2.0.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59124 silly linkStuff undefsafe@2.0.2 is part of a global install
59125 silly linkStuff undefsafe@2.0.2 is installed into a global node_modules
59126 verbose linkBins undefsafe@2.0.2
59127 verbose linkMans undefsafe@2.0.2
59128 silly build extend-shallow@2.0.1
59129 info linkStuff extend-shallow@2.0.1
59130 silly linkStuff extend-shallow@2.0.1 has /usr/local/lib/node_modules/@vue/cli/node_modules/union-value/node_modules as its parent node_modules
59131 silly linkStuff extend-shallow@2.0.1 is part of a global install
59132 silly linkStuff extend-shallow@2.0.1 is installed into a global node_modules
59133 verbose linkBins extend-shallow@2.0.1
59134 verbose linkMans extend-shallow@2.0.1
59135 silly build set-value@0.4.3
59136 info linkStuff set-value@0.4.3
59137 silly linkStuff set-value@0.4.3 has /usr/local/lib/node_modules/@vue/cli/node_modules/union-value/node_modules as its parent node_modules
59138 silly linkStuff set-value@0.4.3 is part of a global install
59139 silly linkStuff set-value@0.4.3 is installed into a global node_modules
59140 verbose linkBins set-value@0.4.3
59141 verbose linkMans set-value@0.4.3
59142 silly build union-value@1.0.0
59143 info linkStuff union-value@1.0.0
59144 silly linkStuff union-value@1.0.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59145 silly linkStuff union-value@1.0.0 is part of a global install
59146 silly linkStuff union-value@1.0.0 is installed into a global node_modules
59147 verbose linkBins union-value@1.0.0
59148 verbose linkMans union-value@1.0.0
59149 silly build unique-string@1.0.0
59150 info linkStuff unique-string@1.0.0
59151 silly linkStuff unique-string@1.0.0 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59152 silly linkStuff unique-string@1.0.0 is part of a global install
59153 silly linkStuff unique-string@1.0.0 is installed into a global node_modules
59154 verbose linkBins unique-string@1.0.0
59155 verbose linkMans unique-string@1.0.0
59156 silly build universalify@0.1.2
59157 info linkStuff universalify@0.1.2
59158 silly linkStuff universalify@0.1.2 has /usr/local/lib/node_modules/@vue/cli/node_modules as its parent node_modules
59159 silly linkStuff universalify@0.1.2 is part of a global install
59160 silly linkStuff universalify@0.1.2 is installed into a global node_modules
59161 verbose linkBins universalify@0.1.2
59162 verbose linkMans universalify@0.1.2
59163 silly build fs-extra@7.0.1
59164 info linkStuff fs-extra@7.0.1
